title
0,2,False
0,12,True
0,38,False
0,53,False
0,85,False
0,108,False
0,130,False
0,145,False
0,191,False
0,199,False
0,223,False
0,235,False
0,250,False
0,265,False
0,295,False
0,333,False
0,354,False
0,356,False
0,372,False
0,382,False
0,383,False
0,399,False
0,400,False
0,405,False
0,409,False
0,411,False
0,419,False
0,420,False
0,429,False
0,431,False
0,454,False
0,469,False
0,492,True
0,493,False
0,507,False
0,508,False
0,543,False
0,549,False
0,551,False
0,552,False
0,553,False
0,563,False
0,597,True
0,602,False
0,606,False
0,621,False
0,642,False
0,661,False
0,667,False
0,671,False
0,674,False
0,677,False
0,679,False
0,756,False
0,760,False
0,770,False
0,827,False
0,841,False
0,855,False
0,860,False
0,861,False
0,862,False
0,880,False
0,884,False
0,885,False
0,891,False
0,893,False
0,897,False
0,906,False
0,908,False
0,941,False
0,942,False
0,954,False
0,971,False
0,982,False
0,990,False
0,1010,False
0,1014,False
0,1016,False
0,1032,False
1,4,False
1,24,False
1,25,False
1,34,False
1,37,False
1,46,False
1,50,False
1,59,False
1,63,False
1,97,False
1,102,False
1,115,False
1,116,False
1,119,False
1,122,False
1,136,False
1,147,False
1,163,False
1,180,False
1,193,False
1,203,False
1,207,False
1,210,False
1,214,False
1,216,False
1,220,False
1,244,False
1,307,False
1,326,False
1,356,False
1,406,False
1,411,False
1,415,False
1,422,False
1,437,False
1,440,False
1,467,False
1,493,False
1,495,False
1,507,False
1,524,False
1,588,False
1,589,False
1,598,False
1,600,False
1,604,False
1,610,False
1,611,False
1,617,False
1,635,False
1,650,False
1,663,True
1,665,False
1,679,False
1,708,False
1,724,False
1,735,False
1,745,False
1,785,False
1,796,False
1,797,False
1,798,False
1,803,False
1,825,False
1,829,False
1,851,False
1,853,False
1,875,False
1,897,False
1,924,False
1,938,False
1,952,False
1,964,False
1,977,False
1,985,False
1,1000,True
1,1009,False
1,1017,False
1,1019,False
1,1035,False
1,1039,False
1,1040,False
2,10,False
2,26,False
2,35,False
2,49,False
2,57,False
2,60,False
2,68,False
2,101,False
2,102,False
2,115,False
2,120,False
2,128,False
2,149,False
2,167,False
2,187,False
2,189,False
2,208,False
2,227,False
2,231,False
2,233,False
2,271,False
2,280,False
2,287,False
2,303,True
2,310,False
2,316,False
2,339,False
2,340,False
2,365,False
2,372,False
2,373,False
2,375,False
2,376,False
2,388,False
2,399,False
2,402,False
2,405,False
2,406,False
2,446,False
2,449,False
2,450,False
2,454,False
2,469,False
2,477,False
2,478,False
2,517,False
2,538,False
2,539,False
2,540,False
2,574,False
2,581,True
2,597,False
2,598,False
2,599,False
2,605,False
2,638,False
2,654,False
2,659,False
2,661,False
2,676,False
2,677,False
2,695,False
2,710,False
2,726,False
2,760,False
2,763,True
2,774,False
2,798,False
2,808,False
2,813,False
2,820,False
2,838,False
2,858,False
2,888,False
2,908,False
2,917,False
2,927,False
2,930,False
2,959,False
2,960,False
2,966,False
2,1003,False
2,1016,False
2,1020,True
2,1031,False
2,1046,False
3,31,False
3,59,False
3,88,False
3,102,False
3,107,False
3,110,False
3,138,False
3,157,False
3,173,True
3,180,False
3,241,False
3,274,False
3,277,False
3,298,False
3,310,False
3,336,False
3,343,False
3,351,False
3,389,False
3,444,False
3,469,False
3,483,False
3,491,False
3,497,False
3,502,False
3,529,False
3,542,False
3,545,False
3,572,False
3,587,False
3,599,False
3,603,False
3,613,False
3,630,False
3,632,False
3,667,False
3,678,False
3,680,False
3,691,False
3,713,False
3,726,False
3,732,False
3,745,False
3,760,False
3,794,False
3,807,False
3,809,False
3,825,False
3,839,False
3,858,False
3,859,False
3,885,False
3,890,False
3,907,False
3,911,False
3,922,False
3,944,False
3,968,False
3,975,False
3,998,False
3,1020,False
3,1050,False
4,11,False
4,17,False
4,25,False
4,29,False
4,30,False
4,68,False
4,71,False
4,73,True
4,77,False
4,110,False
4,125,False
4,130,False
4,131,False
4,156,False
4,157,False
4,186,False
4,189,False
4,199,False
4,213,False
4,226,False
4,232,False
4,241,False
4,242,False
4,254,True
4,264,False
4,268,False
4,280,False
4,288,False
4,293,False
4,317,False
4,378,False
4,384,False
4,427,False
4,446,False
4,454,False
4,461,False
4,507,False
4,522,False
4,531,True
4,543,False
4,561,False
4,569,False
4,581,False
4,585,False
4,594,False
4,631,True
4,638,False
4,666,False
4,670,False
4,697,False
4,699,False
4,703,False
4,717,False
4,719,False
4,732,False
4,736,False
4,784,False
4,789,False
4,801,False
4,820,False
4,833,False
4,837,False
4,840,False
4,864,False
4,919,False
4,920,False
4,963,False
4,968,False
4,973,False
4,985,True
4,987,False
4,1010,False
4,1017,False
4,1025,False
4,1028,False
4,1036,False
5,16,False
5,21,True
5,28,False
5,35,False
5,36,False
5,71,False
5,84,False
5,90,False
5,108,False
5,110,False
5,127,False
5,135,True
5,141,False
5,202,True
5,233,False
5,240,False
5,256,False
5,278,False
5,279,False
5,314,False
5,323,False
5,326,True
5,328,False
5,362,False
5,371,False
5,374,False
5,377,False
5,400,False
5,403,False
5,457,False
5,468,False
5,470,False
5,474,False
5,479,False
5,512,True
5,535,False
5,551,False
5,562,False
5,563,False
5,576,False
5,582,True
5,587,False
5,588,False
5,599,False
5,605,True
5,610,False
5,616,False
5,617,False
5,621,False
5,633,False
5,640,False
5,660,False
5,664,False
5,674,False
5,681,False
5,735,False
5,755,False
5,765,False
5,767,False
5,779,False
5,798,False
5,804,True
5,806,False
5,818,False
5,837,False
5,847,False
5,880,False
5,884,False
5,898,False
5,899,False
5,915,False
5,919,False
5,924,False
5,947,False
5,1000,False
5,1030,False
5,1034,True
5,1039,False
5,1050,False
7,30,False
7,75,False
7,78,False
7,125,False
7,144,False
7,148,False
7,167,False
7,200,False
7,202,False
7,235,False
7,236,False
7,255,False
7,267,False
7,272,False
7,361,False
7,376,False
7,381,False
7,383,False
7,384,False
7,408,False
7,426,False
7,434,False
7,445,False
7,456,False
7,464,False
7,472,False
7,486,False
7,491,False
7,492,False
7,523,True
7,528,False
7,531,False
7,544,False
7,552,False
7,562,False
7,566,False
7,574,True
7,590,False
7,594,False
7,609,False
7,618,False
7,627,False
7,632,False
7,634,False
7,668,False
7,670,False
7,686,False
7,689,False
7,721,False
7,728,False
7,729,False
7,805,False
7,812,False
7,827,False
7,840,False
7,866,False
7,871,False
7,890,False
7,891,False
7,940,False
7,950,False
7,957,False
7,976,False
7,987,False
7,996,False
7,1002,False
7,1032,False
7,1052,False
8,16,False
8,19,False
8,21,False
8,23,False
8,30,True
8,40,False
8,75,False
8,99,True
8,110,False
8,127,False
8,147,False
8,187,False
8,195,False
8,205,False
8,230,False
8,243,True
8,247,False
8,271,False
8,307,False
8,328,False
8,335,False
8,375,False
8,386,False
8,391,False
8,400,False
8,405,False
8,422,False
8,474,False
8,511,False
8,524,False
8,570,False
8,575,False
8,582,False
8,589,False
8,596,True
8,608,False
8,617,False
8,630,False
8,631,False
8,632,False
8,637,False
8,639,False
8,654,False
8,668,False
8,692,True
8,704,False
8,712,False
8,778,False
8,784,False
8,799,False
8,815,False
8,830,False
8,839,False
8,840,False
8,856,False
8,861,False
8,895,False
8,896,False
8,897,False
8,911,False
8,920,False
8,935,False
8,954,True
